Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Rice,Rice prices are increasing.,0.3,up,Social Media,1348,7%,Agriculture
Tea,Tea prices are on the rise.,0.4,neutral,Social Media,1571,0%,Manufacturing
Tea,Tea market is growing.,0.9,neutral,News Website,1509,0%,Commodity
Oil,Oil prices are dropping.,0.6,up,Market Analysis,847,1%,Agriculture
Rice,Rice prices are fluctuating.,0.3,up,News Website,1486,7%,Agriculture
Milk,Milk prices are increasing.,0.2,neutral,Government Report,542,0%,Technology
Sugar,Sugar demand is rising.,0.9,up,News Website,1755,9%,Agriculture
Milk,Milk prices are increasing.,0.8,neutral,Social Media,1962,0%,Manufacturing
Milk,Milk prices are steady.,0.5,down,Government Report,556,-1%,Technology
Corn,Corn production is high.,0.2,down,Social Media,805,-3%,Agriculture
Oil,Oil prices are dropping.,0.2,neutral,Government Report,1098,0%,Agriculture
Coffee,Coffee market is steady.,0.5,neutral,Government Report,1281,0%,Commodity
Sugar,Sugar market is stable.,0.5,neutral,Market Analysis,1177,0%,Technology
Rice,Rice prices are fluctuating.,0.9,down,Government Report,1329,-3%,Technology
Sugar,Sugar prices are increasing.,0.7,down,Social Media,1600,-8%,Technology
Oil,Oil demand is increasing.,0.4,neutral,Social Media,1117,0%,Commodity
Rice,Rice prices are increasing.,0.2,neutral,News Website,893,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.5,up,Social Media,1074,2%,Manufacturing
Corn,Corn production is lower than expected.,0.3,down,News Website,1136,-4%,Manufacturing
Wheat,Wheat market is stable.,0.3,neutral,Market Analysis,1528,0%,Technology
Wheat,Wheat prices are dropping.,0.7,neutral,Social Media,1060,0%,Commodity
Oil,Oil prices are dropping.,0.5,up,Government Report,940,5%,Manufacturing
Milk,Milk production is high.,0.2,neutral,News Website,903,0%,Commodity
Coffee,Coffee production is increasing.,0.2,up,News Website,1723,6%,Manufacturing
Milk,Milk prices are steady.,0.5,neutral,Social Media,1685,0%,Commodity
Milk,Milk prices are increasing.,0.2,neutral,Social Media,1228,0%,Commodity
Milk,Milk market is fluctuating.,0.2,down,Market Analysis,1172,-5%,Agriculture
Wheat,Wheat prices are expected to rise.,0.3,down,Government Report,1750,-9%,Technology
Tea,Tea production is stable.,0.3,up,Market Analysis,1611,8%,Agriculture
Fruit,Fruit market is fluctuating.,0.3,neutral,Government Report,621,0%,Technology
Oil,Oil prices are dropping.,0.6,up,Social Media,763,3%,Technology
Rice,Rice production is steady.,0.5,up,Social Media,1278,7%,Manufacturing
Oil,Oil market is recovering.,0.3,down,Market Analysis,625,-7%,Commodity
Wheat,Wheat prices are expected to rise.,0.4,up,Market Analysis,1972,1%,Commodity
Tea,Tea prices are on the rise.,0.9,up,Market Analysis,1396,4%,Commodity
Tea,Tea market is growing.,0.9,up,Government Report,580,4%,Agriculture
Tea,Tea market is growing.,0.2,neutral,Social Media,1614,0%,Technology
Wheat,Wheat prices are dropping.,0.2,down,Market Analysis,1916,-5%,Technology
Fruit,Fruit demand is steady.,0.2,neutral,News Website,1694,0%,Agriculture
Milk,Milk prices are steady.,0.9,neutral,Government Report,1835,0%,Manufacturing
Milk,Milk prices are increasing.,0.9,up,Social Media,1885,6%,Manufacturing
Coffee,Coffee production is increasing.,0.3,neutral,News Website,912,0%,Agriculture
Corn,Corn production is high.,0.2,down,Market Analysis,530,-9%,Commodity
Coffee,Coffee prices are decreasing.,0.5,up,Social Media,1562,8%,Technology
Fruit,Fruit market is fluctuating.,0.7,down,News Website,1134,-9%,Technology
Fruit,Fruit demand is steady.,0.6,neutral,Social Media,600,0%,Agriculture
Tea,Tea prices are on the rise.,0.6,up,Market Analysis,634,1%,Technology
Tea,Tea market is growing.,0.6,up,News Website,1609,6%,Agriculture
Electronics,Electronics market is growing.,0.8,down,Social Media,650,-3%,Agriculture
Electronics,Electronics market is growing.,0.7,neutral,Market Analysis,550,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.2,up,Government Report,934,3%,Commodity
Rice,Rice market is unstable.,0.9,down,Market Analysis,1618,-2%,Agriculture
Corn,Corn production is high.,0.8,neutral,Government Report,1340,0%,Manufacturing
Sugar,Sugar demand is rising.,0.9,up,Social Media,636,1%,Technology
Oil,Oil prices are dropping.,0.4,down,Government Report,1739,-3%,Technology
Electronics,Electronics sales are down.,0.7,up,News Website,1764,6%,Commodity
Fruit,Fruit market is fluctuating.,0.7,neutral,News Website,1674,0%,Agriculture
Oil,Oil demand is increasing.,0.3,down,Government Report,1817,-3%,Commodity
Tea,Tea prices are on the rise.,0.3,down,News Website,1339,-2%,Technology
Wheat,Wheat production is high.,0.4,up,Market Analysis,837,4%,Agriculture
Rice,Rice prices are increasing.,0.6,down,Market Analysis,1246,-7%,Commodity
Fruit,Fruit prices are going up.,0.4,neutral,Market Analysis,994,0%,Technology
Rice,Rice prices are increasing.,0.5,neutral,Market Analysis,1004,0%,Commodity
Electronics,Electronics prices are declining.,0.9,up,Social Media,697,7%,Agriculture
Coffee,Coffee market is steady.,0.7,neutral,News Website,1601,0%,Agriculture
Sugar,Sugar market is stable.,0.8,up,News Website,900,7%,Agriculture
Fruit,Fruit prices are going up.,0.7,up,News Website,1839,9%,Technology
Coffee,Coffee prices are volatile.,0.6,up,Market Analysis,1590,6%,Manufacturing
Electronics,Electronics sales are booming.,0.9,up,Government Report,1958,7%,Commodity
Corn,Corn prices are steady.,0.8,down,Social Media,867,-3%,Commodity
Tea,Tea production is stable.,0.3,neutral,Social Media,1635,0%,Technology
Wheat,Wheat prices are dropping.,0.9,down,Government Report,1939,-9%,Technology
Tea,Tea market is growing.,0.4,down,Government Report,1052,-6%,Commodity
Wheat,Wheat production is high.,0.8,up,Market Analysis,1835,4%,Manufacturing
Rice,Rice market is unstable.,0.9,down,Social Media,1113,-9%,Technology
Electronics,Electronics sales are down.,0.5,neutral,Social Media,1589,0%,Technology
Milk,Milk prices are steady.,0.7,down,Government Report,730,-1%,Manufacturing
Fruit,Fruit production is decreasing.,0.2,neutral,Market Analysis,1180,0%,Agriculture
Fruit,Fruit prices are going up.,0.5,up,News Website,1777,7%,Commodity
Milk,Milk prices are increasing.,0.4,up,Market Analysis,596,1%,Commodity
Corn,Corn market is stable.,0.6,neutral,News Website,572,0%,Agriculture
Oil,Oil prices are fluctuating.,0.3,up,Government Report,791,4%,Technology
Sugar,Sugar market is stable.,0.2,up,Market Analysis,1480,1%,Technology
Oil,Oil prices are dropping.,0.8,up,Government Report,521,7%,Commodity
Oil,Oil prices are dropping.,0.6,up,Market Analysis,1944,4%,Commodity
Fruit,Fruit demand is steady.,0.9,down,Market Analysis,702,-6%,Manufacturing
Milk,Milk prices are steady.,0.8,up,Social Media,1270,2%,Technology
Tea,Tea demand is stable.,0.4,up,Social Media,747,1%,Manufacturing
Milk,Milk market is fluctuating.,0.2,up,Government Report,1227,2%,Manufacturing
Electronics,Electronics prices are declining.,0.2,down,Social Media,1672,-5%,Manufacturing
Electronics,Electronics market is growing.,0.8,neutral,Government Report,1371,0%,Commodity
Corn,Corn market is stable.,0.8,neutral,Social Media,1564,0%,Commodity
Electronics,Electronics market is growing.,0.9,neutral,News Website,905,0%,Manufacturing
Oil,Oil market is recovering.,0.6,neutral,News Website,1084,0%,Commodity
Electronics,Electronics sales are booming.,0.5,down,News Website,1499,-6%,Agriculture
Electronics,Electronics sales are booming.,0.3,down,Government Report,973,-4%,Manufacturing
Rice,Rice prices are fluctuating.,0.4,neutral,Government Report,1705,0%,Technology
Electronics,Electronics market is growing.,0.9,up,Government Report,1727,7%,Manufacturing
Electronics,Electronics sales are down.,0.5,neutral,News Website,595,0%,Manufacturing
Tea,Tea prices are on the rise.,0.8,up,Social Media,1879,8%,Technology
Wheat,Wheat production is high.,0.6,up,Social Media,784,7%,Technology
Corn,Corn prices are steady.,0.3,down,Government Report,1948,-3%,Commodity
Wheat,Wheat prices are expected to rise.,0.9,up,Social Media,965,2%,Technology
Coffee,Coffee prices are decreasing.,0.3,up,News Website,1102,6%,Technology
Tea,Tea demand is stable.,0.6,down,Market Analysis,1679,-6%,Commodity
Fruit,Fruit prices are going up.,0.5,neutral,Social Media,1918,0%,Manufacturing
Sugar,Sugar market is stable.,0.7,up,Social Media,1937,7%,Commodity
Fruit,Fruit market is fluctuating.,0.4,up,Government Report,634,8%,Manufacturing
Sugar,Sugar prices are volatile.,0.7,up,Market Analysis,755,9%,Commodity
Oil,Oil market is recovering.,0.4,down,News Website,1136,-3%,Technology
Milk,Milk prices are increasing.,0.5,neutral,Social Media,1822,0%,Agriculture
Coffee,Coffee production is increasing.,0.4,up,News Website,669,7%,Commodity
Corn,Corn production is lower than expected.,0.7,neutral,News Website,969,0%,Agriculture
Corn,Corn market is stable.,0.2,down,Social Media,822,-5%,Commodity
Wheat,Wheat prices are expected to rise.,0.3,neutral,News Website,1763,0%,Technology
Fruit,Fruit market is fluctuating.,0.2,neutral,Government Report,1544,0%,Manufacturing
Coffee,Coffee prices are volatile.,0.8,down,Social Media,1261,-4%,Manufacturing
Fruit,Fruit prices are going up.,0.6,up,Market Analysis,1064,7%,Technology
Sugar,Sugar market is stable.,0.8,down,Market Analysis,937,-6%,Commodity
Rice,Rice market is unstable.,0.9,neutral,Government Report,1523,0%,Agriculture
Milk,Milk prices are increasing.,0.4,down,Government Report,1096,-2%,Commodity
Rice,Rice market is unstable.,0.5,neutral,Social Media,1820,0%,Technology
Rice,Rice market is unstable.,0.5,down,Government Report,928,-4%,Commodity
Wheat,Wheat production is high.,0.6,neutral,News Website,1932,0%,Manufacturing
Milk,Milk production is high.,0.5,down,Market Analysis,1368,-4%,Manufacturing
Electronics,Electronics prices are declining.,0.3,neutral,News Website,763,0%,Manufacturing
Rice,Rice prices are increasing.,0.2,neutral,Market Analysis,692,0%,Commodity
Rice,Rice prices are fluctuating.,0.3,neutral,Social Media,543,0%,Agriculture
Rice,Rice production is steady.,0.9,up,Market Analysis,548,9%,Commodity
Coffee,Coffee prices are volatile.,0.9,down,Market Analysis,1299,-1%,Commodity
Oil,Oil prices are dropping.,0.5,up,Government Report,621,8%,Manufacturing
Tea,Tea production is stable.,0.5,up,Market Analysis,1851,2%,Manufacturing
Fruit,Fruit market is fluctuating.,0.5,neutral,Social Media,1600,0%,Agriculture
Electronics,Electronics sales are booming.,0.6,neutral,Market Analysis,1744,0%,Technology
Rice,Rice prices are increasing.,0.9,up,Government Report,1437,9%,Manufacturing
Coffee,Coffee production is increasing.,0.5,up,Social Media,765,1%,Technology
Wheat,Wheat prices are expected to rise.,0.4,down,Market Analysis,1435,-6%,Manufacturing
Fruit,Fruit market is fluctuating.,0.4,down,Government Report,870,-9%,Agriculture
Milk,Milk production is high.,0.4,up,Market Analysis,1341,3%,Manufacturing
Coffee,Coffee market is steady.,0.6,up,Government Report,1949,1%,Manufacturing
Corn,Corn prices are steady.,0.4,down,Social Media,1683,-5%,Technology
Corn,Corn market is stable.,0.9,up,Social Media,602,6%,Manufacturing
Wheat,Wheat production is high.,0.2,up,News Website,1150,6%,Technology
Electronics,Electronics prices are declining.,0.6,up,Market Analysis,1002,2%,Technology
Rice,Rice prices are fluctuating.,0.4,up,Government Report,1889,5%,Commodity
Milk,Milk prices are increasing.,0.3,down,News Website,1159,-6%,Manufacturing
Electronics,Electronics prices are declining.,0.9,up,News Website,1018,6%,Agriculture
Electronics,Electronics sales are down.,0.5,neutral,News Website,1373,0%,Commodity
Milk,Milk prices are steady.,0.7,down,Market Analysis,522,-6%,Technology
Wheat,Wheat prices are expected to rise.,0.8,neutral,Market Analysis,667,0%,Manufacturing
Oil,Oil market is recovering.,0.4,up,News Website,1036,8%,Technology
Corn,Corn production is high.,0.2,neutral,News Website,1202,0%,Agriculture
Rice,Rice prices are fluctuating.,0.9,up,Market Analysis,1394,7%,Agriculture
Tea,Tea market is growing.,0.9,up,Market Analysis,1480,4%,Technology
Coffee,Coffee prices are decreasing.,0.9,neutral,Government Report,909,0%,Commodity
Wheat,Wheat market is stable.,0.9,neutral,Government Report,782,0%,Agriculture
Tea,Tea prices are on the rise.,0.5,neutral,Market Analysis,942,0%,Manufacturing
Tea,Tea prices are on the rise.,0.8,down,News Website,1422,-6%,Technology
Oil,Oil prices are fluctuating.,0.4,up,Market Analysis,1411,5%,Technology
Fruit,Fruit prices are going up.,0.6,up,Social Media,1891,8%,Agriculture
Electronics,Electronics market is growing.,0.9,neutral,Social Media,1071,0%,Commodity
Oil,Oil prices are fluctuating.,0.4,up,Government Report,1299,3%,Technology
Sugar,Sugar market is stable.,0.8,neutral,Social Media,1574,0%,Agriculture
Corn,Corn production is high.,0.4,down,News Website,869,-3%,Technology
Oil,Oil prices are fluctuating.,0.8,up,News Website,1808,9%,Commodity
Milk,Milk production is high.,0.7,down,Market Analysis,908,-4%,Agriculture
Wheat,Wheat prices are dropping.,0.7,up,Social Media,708,7%,Agriculture
Oil,Oil prices are dropping.,0.2,down,Social Media,1958,-1%,Commodity
Rice,Rice prices are increasing.,0.4,down,News Website,1844,-8%,Commodity
Rice,Rice prices are increasing.,0.8,down,Market Analysis,1163,-5%,Technology
Sugar,Sugar demand is rising.,0.9,neutral,News Website,567,0%,Agriculture
Rice,Rice prices are fluctuating.,0.8,down,Social Media,809,-6%,Agriculture
Tea,Tea production is stable.,0.4,neutral,Social Media,1359,0%,Technology
Tea,Tea production is stable.,0.5,down,Social Media,956,-2%,Agriculture
Electronics,Electronics sales are booming.,0.4,down,Social Media,610,-3%,Technology
Fruit,Fruit market is fluctuating.,0.4,up,News Website,1580,7%,Agriculture
Wheat,Wheat prices are expected to rise.,0.8,up,Market Analysis,740,5%,Manufacturing
Fruit,Fruit market is fluctuating.,0.3,down,Market Analysis,974,-5%,Manufacturing
Fruit,Fruit production is decreasing.,0.4,down,Social Media,1168,-3%,Manufacturing
Corn,Corn production is lower than expected.,0.3,neutral,Government Report,969,0%,Commodity
Corn,Corn production is lower than expected.,0.6,neutral,Social Media,1435,0%,Technology
Electronics,Electronics market is growing.,0.4,down,Social Media,1192,-5%,Commodity
Oil,Oil market is recovering.,0.9,up,Market Analysis,978,3%,Manufacturing
Fruit,Fruit demand is steady.,0.6,neutral,Market Analysis,1350,0%,Manufacturing
Oil,Oil demand is increasing.,0.2,up,News Website,859,4%,Manufacturing
Fruit,Fruit market is fluctuating.,0.4,up,Government Report,1729,6%,Agriculture
Milk,Milk prices are steady.,0.5,up,News Website,578,2%,Manufacturing
Tea,Tea demand is stable.,0.6,down,Social Media,1454,-4%,Technology
Milk,Milk production is high.,0.5,up,Government Report,1596,6%,Commodity
Oil,Oil prices are fluctuating.,0.9,down,Market Analysis,746,-7%,Technology
Tea,Tea demand is stable.,0.5,down,News Website,1406,-4%,Commodity
Wheat,Wheat market is stable.,0.5,neutral,News Website,935,0%,Agriculture
Electronics,Electronics prices are declining.,0.9,down,Social Media,1502,-5%,Commodity
Coffee,Coffee production is increasing.,0.2,up,Government Report,1328,1%,Commodity
Sugar,Sugar prices are volatile.,0.3,down,Government Report,1341,-8%,Agriculture
Sugar,Sugar prices are increasing.,0.3,up,Market Analysis,822,3%,Technology
Tea,Tea demand is stable.,0.7,neutral,News Website,551,0%,Agriculture
Rice,Rice prices are increasing.,0.9,up,Market Analysis,1149,2%,Agriculture
Coffee,Coffee production is increasing.,0.2,up,Government Report,1559,5%,Technology
Coffee,Coffee prices are decreasing.,0.6,down,Social Media,1879,-5%,Technology
Tea,Tea market is growing.,0.5,down,Government Report,537,-5%,Commodity
Coffee,Coffee prices are decreasing.,0.4,neutral,Government Report,1563,0%,Agriculture
Tea,Tea production is stable.,0.9,down,Social Media,571,-8%,Agriculture
Fruit,Fruit prices are going up.,0.6,neutral,Market Analysis,1663,0%,Technology
Oil,Oil prices are fluctuating.,0.8,neutral,Market Analysis,1341,0%,Commodity
Coffee,Coffee prices are volatile.,0.5,down,Market Analysis,1642,-2%,Commodity
Corn,Corn market is stable.,0.4,neutral,Government Report,745,0%,Manufacturing
Tea,Tea prices are on the rise.,0.7,up,News Website,1569,2%,Technology
Corn,Corn prices are steady.,0.9,up,Market Analysis,1912,2%,Commodity
Rice,Rice prices are fluctuating.,0.6,down,Social Media,1756,-2%,Technology
Corn,Corn prices are steady.,0.6,down,Social Media,1593,-9%,Commodity
Fruit,Fruit market is fluctuating.,0.7,neutral,Market Analysis,1651,0%,Technology
Fruit,Fruit production is decreasing.,0.2,up,News Website,1500,9%,Technology
Rice,Rice production is steady.,0.9,neutral,Social Media,1823,0%,Agriculture
Sugar,Sugar demand is rising.,0.4,down,Social Media,1299,-4%,Technology
Coffee,Coffee prices are volatile.,0.7,neutral,Market Analysis,537,0%,Manufacturing
Rice,Rice production is steady.,0.5,up,Government Report,703,2%,Commodity
Tea,Tea prices are on the rise.,0.7,down,Market Analysis,673,-1%,Manufacturing
Sugar,Sugar demand is rising.,0.2,down,Market Analysis,1806,-4%,Commodity
Corn,Corn market is stable.,0.9,down,News Website,1514,-3%,Technology
Fruit,Fruit production is decreasing.,0.7,down,Government Report,1680,-5%,Technology
Coffee,Coffee market is steady.,0.4,neutral,Social Media,1176,0%,Technology
Fruit,Fruit demand is steady.,0.6,up,Social Media,1820,7%,Manufacturing
Oil,Oil demand is increasing.,0.5,up,News Website,1117,3%,Technology
